administration_code,hour,population20210701,population20210702,population20210703,population20210704,population20210705,population20210706,population20210707,population20210708,population20210709,population20210710,population20210711,population20210712,population20210713,population20210714,population20210715,population20210716,population20210717,population20210718,population20210719,population20210720,population20210721,population20210722,population20210723,population20210724,population20210725,population20210726,population20210727,population20210728,population20210729,population20210730,population20210731,population20210801,population20210802,population20210803,population20210804,population20210805,population20210806,population20210807,population20210808,population20210809,population20210810,population20210811,population20210812,population20210813,population20210814,population20210815,population20210816,population20210817,population20210818,population20210819,population20210820,population20210821,population20210822,population20210823,population20210824,population20210825,population20210826,population20210827,population20210828,population20210829,population20210830,population20210831,population20210901,population20210902,population20210903,population20210904,population20210905,population20210906,population20210907,population20210908,population20210909,population20210910,population20210911,population20210912,population20210913,population20210914,population20210915,population20210916,population20210917,population20210918,population20210919,population20210920,population20210921,population20210922,population20210923,population20210924,population20210925,population20210926,population20210927,population20210928,population20210929,population20210930,mean2021
Eunpyeong-gu,daytime,6263.447864499248,6294.193698532491,6983.463344427897,7328.49090973588,6307.0663892145785,6263.180405781231,6287.985735586554,6316.470863488483,6330.20361475113,7034.202849836652,7221.356938716291,6402.3117441214945,6336.592800732949,6401.029304409422,6485.17995899723,6696.821512762044,7201.153147688732,7431.245457167416,6601.938844836357,6724.0894607291475,6654.425149611368,6746.488522128187,6730.336801118193,7389.829721083852,7592.76553545901,6620.531044817257,6681.176732667993,6676.490730584651,6716.550070857716,6641.642589109768,7306.92160951557,7418.957994468248,6625.722806071131,6715.413114343269,6715.464150112546,6652.8031295225155,6652.714891955822,7133.132860064184,7509.830002352967,6604.765066200783,6704.241142582099,6667.835194532824,6674.897895574106,6673.606766129727,7312.083726039811,7312.83545316147,7298.949580057254,6766.142912457422,6737.051938668643,6695.542537703867,6768.375145097057,7563.029532234266,7608.975039750938,6863.809777310432,6790.982059478089,6643.373953238207,6625.450149482982,6682.254224230349,7178.712479408921,7442.114642294439,6580.0823376731005,6653.714309411368,6638.0708015454065,6604.598464500581,6607.994625711744,7057.5933017287525,7295.749519605181,6572.167311796622,6693.110196186742,6592.7215570130675,6571.161475530391,6610.20042709063,7129.492740325854,7382.366806709085,6559.674743800356,6482.924066502365,6438.918909685464,6356.110180975708,6468.761369722317,6878.015079976311,6710.537867027222,6722.097175957819,7000.4173323832265,7032.380526228175,6333.996723369868,6409.394517125736,7216.694614873146,7424.202303657704,6604.537131881164,6461.409193914308,6567.679827253503,6390.379366754754,6790.802242645769
Eunpyeong-gu,night,7251.628201420194,7213.457497014426,7472.854911786895,7648.073916955118,7355.873604378781,7320.755734006429,7335.460699387657,7326.263550694151,7253.880101014482,7374.43776856698,7575.4164796054865,7406.911972911155,7367.688907352855,7380.50481161746,7418.521981266322,7691.988049097374,7586.708878146186,7769.163834381853,7640.406574627114,7766.170058196817,7653.5769217953475,7744.928231531642,7687.848233304974,7730.822368042737,7919.95424029888,7572.853250862342,7704.597424564972,7719.9118933142145,7709.590508607347,7585.1626571765355,7661.4634723451845,7803.025687922808,7632.2371067964905,7779.680791584708,7696.850279569728,7693.272801582996,7670.093680821764,7442.225174540839,7943.709992718366,7711.943252219615,7698.372774480754,7717.713027274936,7715.922333037174,7614.94900077196,7631.09431259232,7706.905200296322,7868.925867263443,7834.455004132871,7759.721697428014,7756.874163489575,7747.8331716853145,7962.248390399942,7979.0878674392225,7911.743567966965,7725.888035775868,7698.1385532821005,7594.547562201326,7529.149528321785,7652.17414310841,7755.5980172176505,7618.398275332761,7712.140671146095,7609.8892393676415,7557.133618085195,7488.405158896282,7586.504443582644,7794.623204494104,7621.267006803388,7647.626144496509,7538.743532170853,7543.1837252509795,7547.808111621485,7546.7359745787335,7757.598719937068,7513.826982534088,7467.517292024011,7370.143733159627,7325.488910471437,7341.134631955856,7149.042735293787,6982.236569915391,7073.457534779887,7202.637424034783,7476.578842252046,7330.10601535409,7552.351507246141,7689.474290273774,7838.311749579807,7693.012756158845,7439.567216903566,7451.26443580188,7364.182055909194,7585.996198147904
Gangbuk-gu,dawn,6348.266365012273,6351.188379200372,6390.159998863624,6446.616189876388,6384.35273374995,6338.273739962407,6358.273481391657,6341.005724538231,6376.925815782442,6398.145437849941,6414.258675970268,6397.225621413536,6363.4341122772385,6349.305164481813,6369.203541436772,6468.352545464758,6514.514285071403,6522.070395861549,6505.826806831021,6411.762767265434,6534.286488524482,6396.929141056087,6425.795653066615,6593.0701615444095,6452.837209052047,6467.204222864589,6422.027463467066,6460.042279942939,6517.6374419955555,6515.159385504758,6538.287268860311,6478.564615135791,6408.267772039128,6449.640798611313,6486.668338328068,6537.800301035323,6480.128705549364,6300.675172608135,6510.076941663523,6518.431360779474,6540.8390683571415,6535.003449026098,6495.67567169455,6484.294832418833,6492.579222435595,6498.461347355928,6446.977316003321,6470.075484642593,6559.997728740884,6545.044448538814,6508.087280712171,6644.859099373946,6670.181555122378,6566.679844651717,6467.392497126206,6513.858091742607,6510.030602530068,6484.016363242582,6508.183028407468,6584.827505330935,6531.264182890281,6490.194912256293,6562.283079446183,6526.5803816373655,6520.84525167996,6490.3298310876935,6505.991617660949,6500.191924328233,6477.73931307109,6540.562342466327,6458.711292029378,6463.353071253407,6506.518138179016,6569.3978665333,6507.111978430422,6441.135576759337,6457.865890051016,6441.557486748714,6424.771627369688,6377.349624254912,6326.895453444422,6238.168926640841,6420.414526016226,6358.825778913269,6402.625934957069,6373.340514216738,6559.522729245027,6681.880488655132,6571.833997473395,6537.660348337558,6426.730818870137,6491.087862343205,6470.135866398157
Gangbuk-gu,daytime,5416.780411247065,5434.512211880032,5859.8667256723365,6125.661690926977,5447.11464932712,5426.825772580715,5453.670615070606,5444.468774887477,5478.764400866582,5889.265580477269,6130.339808419253,5537.767086206324,5522.707953707061,5506.763306331999,5521.116007832473,5633.973632681464,6034.263752883036,6217.686445812545,5620.860326219505,5571.289435407985,5677.987569429109,5542.775304030436,5598.235226230435,6104.685519758106,6172.285988984068,5605.815499881097,5646.611684531337,5624.506397856395,5663.770148825998,5683.581704023172,6078.635102249024,6143.286821808514,5663.878877780932,5693.592913021658,5734.804996134277,5701.383056949562,5653.731357604458,5902.7083832991775,6204.995017159355,5658.855498331403,5625.062479687486,5660.561714560297,5637.997861053718,5672.6571324005645,5957.910077566183,6088.369342401472,5994.3162844226135,5595.857045903878,5700.584359593563,5675.74214937049,5675.299533743926,6191.79531407255,6320.1002961560625,5715.619139735955,5709.608388940142,5663.962156388379,5627.478949706283,5666.221047215406,5982.216193975117,6172.563953175899,5623.384832218307,5645.392257844887,5643.370997361815,5640.174170135379,5613.130281686116,5923.565654337266,6092.823942893791,5591.114491620711,5691.279159204507,5660.882555138328,5644.722947782197,5616.04357476785,5884.168112720616,6119.0585451175575,5582.052109264654,5539.2340548318,5558.431117091241,5534.82350434399,5614.745560265113,5908.237215297903,5877.601921438403,5997.668993185107,6307.152408719719,6119.332496682586,5570.173077049565,5552.82767684977,6006.053743333804,6234.490033412936,5632.63666258281,5566.735132781742,5585.8832631992855,5540.898545517087,5755.237370816012
Gangbuk-gu,night,6100.365247259581,6061.342067115997,6224.164769169275,6324.847492424899,6118.066768662984,6120.400458616876,6161.43257528474,6130.671106982246,6099.775207736906,6214.395210813478,6353.129903535919,6186.187419766449,6175.69264762877,6151.6815825216045,6149.170327765645,6225.231906203223,6338.017614577204,6428.523544858481,6278.94105352196,6212.712713035277,6311.934570457165,6161.456542316825,6214.884871221003,6372.990532628317,6368.088063291056,6214.53504766492,6263.289337461258,6279.4669312153765,6235.297367606706,6251.5359447688315,6341.035428714809,6291.565728589397,6219.377001010739,6340.7440713503165,6295.074036094783,6304.3457388937695,6254.833371672271,6140.90712397639,6393.248426840049,6291.152865077536,6288.438181838973,6284.945920493178,6237.612138741135,6254.614823694172,6242.100996159334,6319.1840275365075,6328.874350444131,6274.930045116881,6321.204758913462,6309.595740895844,6232.237068997035,6450.416960058684,6486.722672921237,6361.511648415523,6249.25001321914,6286.98396355499,6251.1234395591355,6230.887627497659,6327.22220747941,6415.087317924698,6313.504373035792,6239.233234965695,6336.703244353825,6234.366773355112,6193.686622174947,6264.751060986973,6356.268573268762,6238.4261267867005,6257.24510181556,6202.922654530233,6222.032780004512,6214.506666274856,6269.231758734981,6426.800433559438,6183.234024197165,6187.307398414778,6182.548070155401,6115.951465770741,6152.854812778047,6152.482281904604,6013.709575201959,6248.991094307495,6260.1890960177625,6282.187241623622,6174.601070357499,6204.4725042667005,6319.049538874756,6403.734664923093,6237.844449722175,6195.166527989138,6180.558183018423,6146.657246528356,6251.789947518405
Gangdong-gu,dawn,11956.199319506446,11910.625298931622,11787.32398753085,11710.709820752774,11989.197193922453,12026.198750063348,11958.246507801885,11872.155805214714,11962.193705713704,11818.848177196065,11603.640758108588,11939.728679807831,11883.28898507844,11871.091583986876,11924.586326121975,12085.233872225901,11928.873542793994,11783.552939900246,12180.321179505714,12255.47117484289,12126.26203577592,12149.805864451046,12157.92384544644,11966.900942225713,12035.024217309072,12169.380888187014,11900.440005183022,12082.571659897982,12135.35387165468,12223.995588983154,12130.972490714254,11796.586016129992,12112.088211702003,12071.90470660065,12350.425682798788,12286.708526555663,12120.002781976733,11951.322234598018,12002.564091457554,12321.601537417257,12219.948706582598,12236.078839597121,12451.27075191099,12377.467575349292,12091.09340615696,11944.56362393968,12041.116240515643,12427.793631426453,12300.606942908038,12370.319688089223,12409.8825971663,12221.085503493498,12152.61802847115,12377.310588211572,12400.8270612128,12374.051946215697,12201.722630010445,12339.668527057127,12326.303110992296,12112.329660561814,12254.537981111705,12365.232205085624,12267.755823366373,12192.675663947786,12285.141691270706,12136.91849872539,12030.659802742073,12347.627950860573,12419.907237482154,12400.456967965534,12418.978988936506,12331.08304552855,12277.371604280132,12046.33680220736,12422.96627667087,12223.99186711161,12190.977054215966,12051.8185771361,11993.117104637964,11808.128179569045,11339.201425164796,10819.321599736673,10680.306064752373,11305.82102070819,11906.095506249078,11941.770958686866,12172.87262355993,12126.640487466171,12300.958653824884,12081.445387854585,12146.61082440631,12281.29028933626,12081.341304701504
Gangdong-gu,daytime,10455.27605133413,10453.855456504794,10961.473580371417,11344.7459066967,10452.816139699149,10527.223710140552,10544.394158562978,10534.872258302124,10588.765506775182,11102.321070077038,11200.996126709526,10591.966306800361,10600.345113081836,10582.867922955209,10644.05314363188,10792.777952934905,11173.337121537561,11239.687006769169,10812.116544332765,10908.05263512983,10767.73450938306,10760.53513465192,10831.539194655199,11206.725751323705,11522.859528330477,10816.36872049353,10700.384303167746,10761.049002742178,10705.809970631313,10866.331889689487,11232.9434789389,11265.405317825214,10831.601212719837,10787.733816270598,11014.680064429715,10917.344654673028,10792.57611970423,11184.985295001487,11612.510532373144,10858.070332839565,10847.24615224211,10870.610401531787,10966.755067413962,11114.23488434378,11162.41339128044,11098.667624396243,11282.387450790051,11126.173274829955,11004.435909996673,10941.356299838031,11080.059037300727,11621.252068850006,11543.114101478848,11070.822352049581,11090.457907018183,10934.228001102447,10914.998466387882,10994.298597860714,11300.71974345035,11367.663832332875,10958.224537230186,10992.071446458182,10999.135969910796,11012.884279012338,10892.805529638428,11040.404362197785,11297.448018798252,11023.68932737777,11072.740394939054,10950.657663809277,10931.96909076159,10963.000816804346,11240.316370922961,11261.452301594842,10860.860981954673,10845.980695814378,10714.690453310528,10661.727580927378,10797.292700996315,10744.903048195221,10289.429312234972,9954.67660844406,10200.217771181611,10892.3761805128,10588.559759407133,10643.936667626163,10985.410354167407,11240.28533231585,10662.509397656682,10612.011795814016,10753.35301153833,10671.692901942231,10913.45371489328
Gangdong-gu,night,11454.605105955829,11330.921836153882,11442.127369307309,11831.09979543352,11525.24887991382,11546.174167752837,11578.007946498372,11567.530758376652,11473.938888868623,11367.704600441777,11749.011084668093,11646.998484208254,11601.897166626748,11585.072632735913,11648.741027035543,11664.029995857476,11607.059211049716,11838.015850408248,11917.24025091142,11951.250983277438,11799.600294851316,11751.225569925433,11756.775785649841,11622.926987117033,12107.89841527537,11739.798750535148,11741.717807486577,11790.759111889623,11763.755670184351,11809.681027917124,11696.531499589462,11876.940291494975,11861.237687240742,11882.550569706427,12033.106012224527,11968.417534263857,11738.821107705036,11532.620990151558,12280.161671231384,11973.867337564127,11896.772697515784,11963.598098292656,12075.964522356728,11971.811915765147,11451.693561953063,11673.239391518882,12016.31107079999,12200.214459553506,12040.470696810402,12026.872180552837,12090.91023012726,11873.57069996926,12136.207747899009,12021.58492159504,12080.003749848773,12020.710524634915,11935.404413759758,11832.160566862738,11722.316970455317,11941.936853701549,12028.107426449475,11914.453784185767,11921.087391697065,11901.401267995501,11856.551076084976,11643.790427956532,11962.905208530263,12014.901874625159,12005.17073671365,11906.32878136228,11912.598241012649,11748.46604453383,11730.041055215983,12051.682454445212,11868.475910990359,11748.542993681014,11652.937300430618,11611.8873826715,11568.645871900773,11037.712803923456,10573.47101345818,10370.066801520023,10797.170110459108,11599.162223964688,11532.189781322699,11641.165475900656,11567.87103963692,11886.486000390229,11708.804620457655,11656.907734001808,11690.045329089597,11738.445563384883,11748.63368651577
Gangnam-gu,dawn,13621.120483957275,13596.4776305688,13174.516122379751,12688.778938334184,13324.094421605836,13572.682957781712,13598.252048351776,13665.669347594208,13624.273040756041,13117.304786564437,12501.45120300896,13184.76519997963,13444.379683270019,13447.047453479385,13571.676778182124,13968.383134358464,13342.621923690662,12975.572449270945,13674.555509359381,13917.48882835887,14067.87882356031,13986.706925153538,13944.6371585929,13422.611113745143,12990.717074886768,13634.815752712011,14634.43921171235,13962.214210206343,13827.28971694989,13957.90080739972,13407.9709560837,12743.902058395952,13553.348765747334,13829.810997274282,13898.103378731183,13836.015547727311,13966.851648026064,13539.149058131285,12784.666194394267,13685.635004861228,13891.469777888915,14140.645723703683,14038.952585883182,13942.0928204316,13544.701094578395,12725.020680431267,13028.633084966967,13710.050845856007,14017.129281199328,14121.91975026291,14061.984889254461,13580.514904472513,13160.460224679426,13965.056855258616,13977.962090780686,13990.142378918676,13949.04929588862,13917.639242957906,13600.01411043439,12924.92422971591,13634.897978299616,14070.682944459337,14038.16289240526,14069.409590054067,13995.221471087056,13484.841501034907,13066.891718324692,13666.485277520982,13889.570457321142,13896.385549604482,13970.499016164707,13901.173878239373,13633.032080395153,13125.392594431263,13609.225301979173,13773.996525331819,13746.396003429849,13775.94530416351,13676.556061464824,13010.432849163175,12005.211665400244,11296.955106059213,10738.171198458393,11594.052959775025,12879.885184039034,13317.504565901523,13638.947136642997,13211.670974042738,13817.344073917102,13934.54831531238,14222.95952543282,13965.08595104935,13528.60517243057
Gangnam-gu,daytime,21338.103579960167,21098.298709207276,16435.248126296494,14623.337815691539,21059.94716339214,21373.140891270057,20903.29648023933,20897.016183095602,20563.28918195865,15726.87675608578,13964.24288988545,19986.245783263075,20176.895791942916,20117.742166032524,20266.466709277018,20457.041874084884,15745.933157160796,14294.09548746705,20800.654516905342,20973.73213534301,20925.347508230123,20985.444229922196,20865.498926145152,16067.713008128183,14391.532322802825,20833.601028794932,21081.48886927629,20747.962993239085,20760.25578924365,20684.855716943082,15864.727922787293,14287.245999528654,20681.39569644845,20812.676811775546,20882.949007526222,20784.822673068855,20776.956273647993,15852.986664908574,14746.137316532935,21026.50472400971,21372.687095257857,21347.216249987152,21445.106889751583,20694.582197844116,16206.8411595753,14272.630777523382,15550.994476541204,21200.620123249384,20996.014062776474,21362.64013160549,21028.410993442045,16573.24971965947,14922.535969603676,21283.11657583389,21069.125624868495,21089.030529139865,21012.99593444403,20784.432241168783,16627.134032968646,14800.938519459205,21214.1580010199,21203.967965378684,21248.631869882178,21122.308655277015,20948.059723331793,16555.264648837518,14832.917345342334,21053.859765464935,21127.700986220316,21386.712796670014,21166.132978000813,20950.229783730512,16773.98155694826,14966.56907892664,21007.715484882643,21015.14106610801,21106.75897178817,20857.03431247718,19758.640488403948,15292.163891944812,12991.479207934779,11744.556846334017,11133.926634578227,13087.737858680875,19689.701969703245,20291.696131160566,16603.35495038948,15080.801890849674,21051.138282875818,20852.518190468254,21451.150942628694,21290.095842177823,18982.153481572128
Gangnam-gu,night,16221.173607949315,16010.427139098672,14240.412323092352,13773.542130653756,15821.633172970165,16071.780299250619,15824.150633178015,15862.661020420894,15551.942889923117,13699.116086508291,13464.474588978019,15023.441609279726,15237.670311229404,15299.9816194021,15478.561933607363,15537.226859676442,13872.12304481428,13857.100352108033,15709.82077199912,15881.070073033226,15859.333530284404,15951.682916975904,15764.07820009035,14042.40781288912,13867.557854974508,16245.09736743977,16006.530718319023,15915.309015497998,15892.716630379167,15770.753955302493,13946.557461317589,13783.604515974788,15690.66947927477,15877.726879201125,15921.081868189078,15964.387110135945,15848.605035378274,13953.897842421135,14007.471918414629,15901.464494308535,16253.45536708303,16131.114482875533,16331.260093726269,15783.306367702062,14093.7259761604,13662.627548537994,14407.591643181811,16061.520995601526,16146.220966141072,16238.765337261268,16104.767106566813,14544.451805426352,14274.05165357999,16163.062988488278,15923.231140541595,15979.634741070262,16009.941478124521,15878.648322261583,14453.322793110716,14091.661741757305,15835.954947392564,16150.364612700072,15951.767603626906,16060.03171922978,15962.74599021728,14447.060069917965,14056.314962453313,15980.49735859605,15947.742340829143,16264.540398765046,16168.11458951632,16114.602910314678,14526.86241674398,14200.973998351124,15910.029867024825,16216.701994736355,16221.256402520283,16070.99652044229,15225.751500348815,13382.581108490089,12173.835306217135,11370.188884780062,11603.981018649853,13172.907664450133,15199.525853694886,15699.867936686016,14423.731188937258,14136.363768179162,15829.488323089538,16019.837418462548,16139.380181123634,16311.434407171564,15216.9243574652
Gangseo-gu,dawn,9931.4960818118,9914.79826229443,9799.455831778263,9730.223758374068,9920.695440063377,9946.802207878944,9938.934440617712,9936.748304414914,9915.057348509297,9821.018470444322,9659.961249940292,9918.114292806453,9874.093830521737,9894.229068271818,10090.5641720566,10236.062034997794,10168.741824170633,10037.446383495328,10288.687935402106,10409.551948608938,10429.627639560857,10405.164887028002,10442.478541339722,10346.899173858672,10172.879787788539,10361.397423769262,10231.143082741299,10410.228861662115,10327.386616998336,10347.413641549721,10118.84120533055,9950.82704986894,10316.510768117283,10199.01644117286,10375.879838765652,10403.016589213004,10335.373470300576,10125.47448938744,10003.46354087816,10377.7784702475,10418.487361200052,10499.492716723827,10496.752125143279,10387.53045530965,10274.898052438968,9995.647002464502,10155.64804111491,10433.22030493173,10475.803396529482,10465.782124543708,10450.884367982188,10440.542204449466,10299.047076332556,10539.205661809188,10458.259950259293,10484.805641242245,10346.262702992624,10309.115005463029,10271.096701208538,10103.345922528892,10364.10789620976,10366.06344128367,10397.268777025949,10459.034937688384,10463.238926879305,10256.278658453848,10097.239672246551,10308.638773564224,10362.756414390435,10401.625477166568,10341.294591521602,10327.686946714584,10250.712750889148,10107.697974043433,10262.73455881116,10209.325053760263,10252.148800744102,10198.1236600167,10094.672462710754,9897.496408952384,9355.690908742954,8976.271414481998,8933.399974671678,9453.128432734517,9858.302349248814,10011.583801273175,10276.49177902408,10187.947029959263,10399.202502705986,10244.635663228391,10440.143454480018,10318.048302819587,10177.0902501864
Gangseo-gu,daytime,9363.301395730778,9330.524242728192,9389.545437717798,9566.122936534144,9349.181556138938,9322.194641831824,9354.047259964449,9376.428822624948,9356.827662230615,9384.641954641342,9460.413752359304,9415.029237072196,9402.468164049322,9425.322361212899,9661.240017372722,9785.145110501815,9834.544313461869,9879.428731971893,9886.215527906557,9951.645017642033,9960.840915315219,9946.436928383277,9913.544159931887,9892.230818414686,9970.563305528982,9861.740990155891,9742.735877045481,9860.51371589219,9811.630443495838,9841.597726336337,9712.041979817515,9724.72279305749,9784.497334347561,9758.53153934691,9880.496946889583,9855.651671263693,9727.260731906787,9742.83524377448,9840.68620769111,9902.254042428041,9908.296108116516,9958.87157929626,9928.905559773713,9818.36512183981,9748.432123699,9548.660266438179,9795.537726756971,9898.13759087836,9971.665768440449,9934.042170365003,9894.867236201299,10064.626985210018,9979.268719277274,10082.487970226952,9889.53881439121,9854.486435640334,9810.129921489437,9864.933867004107,9752.887120914758,9794.326780223411,9806.01844185121,9947.894180704097,9944.61967021494,9915.843842338589,9810.388885473996,9666.733252198566,9753.935408736857,9841.437557602832,9836.55255943713,9800.743566460636,9734.883013663279,9752.24627779093,9717.497440251984,9715.117575440172,9746.660907352869,9676.903170614532,9625.218682315824,9565.3978032754,9671.496008885386,9349.753777331776,8880.232986577641,8641.536690995548,8920.939522198343,9407.442134254636,9372.159589739293,9488.546025404004,9651.791882894428,9753.903458082228,9688.3038073079,9594.748994663709,9864.972563462305,9711.508550716599,9701.945408794973
Gangseo-gu,night,9546.104459737795,9474.890854115905,9541.99335086984,9745.663070009254,9602.702691756187,9581.514563924124,9644.45891969554,9593.541654285324,9519.316849364843,9425.26618151598,9691.547363568847,9610.006444509023,9636.99421224678,9618.9422951892,9850.303722880491,9978.067401447783,9855.875702626798,10098.548287746882,10062.872129347492,10135.962213914443,10113.355385482568,10101.584250330468,10015.493618291755,10015.826353584798,10134.31949251371,10069.833772365246,9958.017225414147,10105.55136998749,9973.079298247769,9946.68377968955,9845.508303544835,9917.588407435689,10043.650385958304,10000.276740586009,10053.702799419629,9997.539247496687,9963.586333222638,9849.001277212894,10081.302220378524,10124.439305640655,10129.449567510883,10186.231770229902,10145.735925898138,9994.335344429852,9743.98664635231,9902.902456179278,10168.757946043947,10138.814141004757,10163.028234215913,10087.266019113742,10079.657198398016,10142.639939255621,10269.59036697961,10274.813434939912,10043.654151660257,10018.98489587759,10021.063182373244,9971.903737882629,9883.171419442328,10158.469149638857,10057.416492164883,10042.419399204517,10136.656044728528,10052.8626920364,9921.287807350416,9781.876037447275,10064.82115529677,10024.733265157605,9995.143484942459,9966.851240035272,9980.92406603603,9928.698389054862,9837.374504650255,10041.062845074212,9919.584577234587,9844.672946457387,9846.246206678492,9732.178692059633,9691.024159552988,9202.886227227764,8864.579665271693,8744.3301340472,9143.874891517584,9701.437431301307,9676.47819445542,9754.596650310243,9804.675805947294,10028.141925125115,9917.610361432087,9890.803579388608,9969.15865621102,9898.484321663944,9886.00281860918
Geumcheon-gu,dawn,4658.002891896964,4635.153317556878,4493.412417344451,4470.297565981364,4640.243275378222,4662.227809124297,4656.572453386992,4659.632830810516,4652.163072039954,4500.982470526806,4414.442639834941,4608.857203229809,4638.3394499569595,4621.1975015364405,4698.479988871157,4798.808352919192,4709.939231143441,4611.75537653335,4893.142600853932,4843.847314930646,4943.310273773379,4825.009586604821,4997.072632996914,4762.073308170489,4712.247868317283,4932.746021814916,4992.256420326611,4981.80710475362,4858.452840912501,4851.37352334009,4839.612443535409,4615.081752067252,4904.95165736204,4921.01358442068,4909.707915581314,4882.392086157643,4953.440595320115,4691.409492797082,4707.067655054254,4872.340508537156,4927.785412201878,4961.182199685738,5129.331561776653,4942.799250160754,4717.105852081161,4611.710395409319,4752.490982067214,4986.599756880445,5065.6481102498055,4961.150632534421,4961.4897775163,4829.553827422933,4795.395442720775,5136.345207018284,4947.854944610714,4885.953667451424,4912.115939246047,4937.294583216492,4864.435894384842,4742.142180020892,4931.768461175745,4874.706622264413,4993.78293241747,5018.153411356535,4910.130689431802,4803.301274512989,4652.8262823046425,4901.401994677012,5009.651032344985,4966.979257507628,4907.6714678500475,4987.7716474266535,4818.541695752426,4744.167101817362,4926.064720720205,4854.291993847902,4804.463061257079,4777.320461701849,4845.7007598289365,4562.060755975087,4324.2583361887455,4233.4869908270475,4258.140575219165,4429.066335950909,4608.546635160932,4687.720787165085,4796.175539339915,4677.916058504434,4825.292094252727,4869.941459188132,4948.9246562569115,4949.531497721059,4793.358774372846
Geumcheon-gu,daytime,6144.433342536164,6048.351307180916,4553.474587525486,4589.651008897669,6264.410091778457,6234.545488517369,6210.877723886236,6200.5714837240885,6020.865872144167,4503.788745311397,4495.811338594762,6103.169181204468,6076.496202793641,6041.7705110333145,6107.013451848271,6235.877935405858,4760.426357811971,4719.716713085566,6524.616322400092,6272.663580687816,6338.039936349241,6263.986273068047,6381.055705717367,4860.529967430058,4828.30023876864,6399.823935168849,6362.652630224952,6417.070908500722,6293.8697483092865,6172.473869813057,4871.492678625132,4776.0776628211315,6208.58498010082,6168.394090084518,6161.265009108473,6225.088218311147,6162.452810654368,4717.0664406294345,4822.59482625002,6451.850760051734,6486.734907341891,6460.499665388875,6454.453965493407,6312.189525574956,4737.038517506307,4654.692473203518,4966.72535232166,6427.491146427143,6467.196181248508,6366.738034461516,6389.101872485606,4946.476643750192,4884.331182906791,6711.1176825821885,6588.863530633914,6312.427955261262,6355.268298085348,6288.769666516565,4792.384867616094,4805.179090934754,6409.202044957283,6401.583048148465,6406.838037836601,6373.631340124909,6286.69190602046,4747.50836915873,4783.836876179683,6448.988901864188,6451.510705184462,6422.596327620314,6397.946755877199,6238.626149662477,4837.514645986144,4819.670632049398,6468.336600311222,6316.750687292074,6355.347717888702,6259.741954866477,5943.877346535997,4558.405943774188,4341.574997670676,4370.625611368487,4613.753248315513,4616.4246610077325,6033.250622622549,6065.067857104781,4746.738881422746,4775.732383347924,6428.872818331986,6292.682998112216,6485.385595969905,6366.126550186062,5787.649181661899
Geumcheon-gu,night,4940.939547746428,4815.647700735849,4529.82682962877,4639.264652771318,4963.734852644742,4957.4458050173735,4944.765576358237,4959.318701926645,4836.216160666064,4464.349619560943,4581.798858964684,4919.184349251055,4923.976829244973,4899.54256656844,4961.185270698974,5038.801991296242,4705.920608006281,4793.910155503533,5339.5168063282,5140.151162490339,5273.23767428681,5102.320577776783,5233.751928172301,4807.75078063135,4898.98000515763,5299.639619070274,5185.489839496183,5294.962245387215,5158.8617075573475,5060.683299571074,4856.721714542967,4866.579452769295,5217.8986310109185,5222.184285517048,5196.6592106691705,5258.684579330054,5139.648207853294,4680.03523230881,4978.2744015232975,5221.756098347774,5338.037285209278,5315.738654969675,5356.634034291506,5168.341576783406,4734.9735590111595,4737.716583001828,4993.7055887207225,5374.953473875903,5350.075139276494,5253.102805283485,5288.154119495781,4875.72908335088,4979.510594495728,5385.530107087689,5200.70204277567,5145.3913284499195,5161.486459137481,5100.889622928984,4747.779697723013,4841.346557768455,5286.87153413404,5192.6298970802245,5268.956145425022,5193.184530827783,5112.842237244444,4775.550084751594,4852.022077553696,5201.779344735884,5207.46934436696,5224.2351217581845,5198.829975739153,5139.132736618119,4780.413156896399,4894.86061436574,5248.465495690307,5150.290033288035,5122.384855216251,5126.626244671059,4782.603240196398,4412.558364985311,4298.323215992302,4337.668402774584,4501.596723415604,4642.337826030631,4951.744937240019,5013.05798306939,4717.0173655269155,4814.825588141138,5170.8304148402285,5162.730181639961,5213.179742876687,5198.103625262883,5009.2667053519635
